participant_id,session_start,stimulus_start_time,stimulus_end_time,response_time_seconds,shown_order,stimulus_id,student_id,participant_model_label,model_name,model_type,explanation_type,predicted_label,predicted_probability_pass,Q1_understanding,Q2_clear,Q3_sufficient_detail,Q4_completeness,Q5_trust_prediction
P002,2026-06-22T12:26:04,2026-06-22T12:26:04,2026-06-22T12:34:59,535.098479,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,5,5,5,5,4
P002,2026-06-22T12:26:04,2026-06-22T12:35:01,2026-06-22T12:36:31,89.828536,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,5,5,5,5,4
P002,2026-06-22T12:26:04,2026-06-22T12:36:33,2026-06-22T12:37:30,57.505101,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,5,5,5,5,4
P002,2026-06-22T12:26:04,2026-06-22T12:37:32,2026-06-22T12:38:32,60.004681,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,5,5,5,5,4
P002,2026-06-22T12:26:04,2026-06-22T12:38:34,2026-06-22T12:39:32,58.323611,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,5,5,5,5,4
P002,2026-06-22T12:26:04,2026-06-22T12:39:34,2026-06-22T12:40:33,58.822288,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,5,5,5,5,4
P002,2026-06-22T12:26:04,2026-06-22T12:40:34,2026-06-22T12:41:23,48.878417,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,5,5,5,5,4
P002,2026-06-22T12:26:04,2026-06-22T12:41:24,2026-06-22T12:42:33,68.461029,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,5,5,5,5,4
P003,2026-06-22T12:52:27,2026-06-22T12:52:27,2026-06-22T12:52:47,19.249252,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,5,5,4,4,4
P003,2026-06-22T12:52:27,2026-06-22T12:52:48,2026-06-22T12:53:13,25.091918,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,5,5,4,5,4
P003,2026-06-22T12:52:27,2026-06-22T12:53:14,2026-06-22T12:54:06,52.190976,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,5,5,5,5,4
P003,2026-06-22T12:52:27,2026-06-22T12:54:08,2026-06-22T12:54:27,19.276538,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,5,5,5,5,4
P003,2026-06-22T12:52:27,2026-06-22T12:54:28,2026-06-22T12:54:44,16.057237,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,5,4,4,4,4
P003,2026-06-22T12:52:27,2026-06-22T12:54:45,2026-06-22T12:55:02,17.086893,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,5,4,4,5,4
P003,2026-06-22T12:52:27,2026-06-22T12:55:03,2026-06-22T12:55:15,12.244025,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,5,5,4,4,4
P003,2026-06-22T12:52:27,2026-06-22T12:55:17,2026-06-22T12:55:26,9.542035,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,5,5,5,5,4
P004,2026-06-22T13:30:32,2026-06-22T13:30:32,2026-06-22T13:38:42,490.904159,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,3,4,1,1,1
P004,2026-06-22T13:30:32,2026-06-22T13:38:45,2026-06-22T13:41:33,167.883195,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,5,2,1,1,1
P004,2026-06-22T13:30:32,2026-06-22T13:41:34,2026-06-22T13:42:50,75.887055,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,1,4,1,1,1
P004,2026-06-22T13:30:32,2026-06-22T13:42:51,2026-06-22T13:43:50,58.725883,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,4,5,2,1,2
P004,2026-06-22T13:30:32,2026-06-22T13:43:51,2026-06-22T13:44:33,42.255071,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,1,4,1,1,1
P004,2026-06-22T13:30:32,2026-06-22T13:44:35,2026-06-22T13:45:06,31.117122,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,1,4,1,1,1
P004,2026-06-22T13:30:32,2026-06-22T13:45:07,2026-06-22T13:45:44,37.34054,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,1,4,1,1,1
P004,2026-06-22T13:30:32,2026-06-22T13:45:45,2026-06-22T13:46:12,26.799167,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,1,4,1,1,1
P005,2026-06-22T15:21:49,2026-06-22T15:21:49,2026-06-22T15:22:00,10.437483,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,3,2,2,3,1
P005,2026-06-22T15:21:49,2026-06-22T15:22:01,2026-06-22T15:22:08,7.527935,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,1,1,1,2,1
P005,2026-06-22T15:21:49,2026-06-22T15:22:09,2026-06-22T15:22:17,7.628721,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,3,2,2,1,1
P005,2026-06-22T15:21:49,2026-06-22T15:22:18,2026-06-22T15:22:34,15.961368,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,4,2,2,3,1
P005,2026-06-22T15:21:49,2026-06-22T15:22:35,2026-06-22T15:22:45,9.335812,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,4,4,3,3,2
P005,2026-06-22T15:21:49,2026-06-22T15:22:45,2026-06-22T15:23:02,16.164752,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,4,2,2,2,1
P005,2026-06-22T15:21:49,2026-06-22T15:23:03,2026-06-22T15:23:12,9.537409,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,4,4,4,3,3
P005,2026-06-22T15:21:49,2026-06-22T15:23:15,2026-06-22T15:23:27,12.15223,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,5,4,4,4,4
P018,2026-06-22T18:13:45,2026-06-22T18:13:45,2026-06-22T18:15:25,99.805911,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,3,3,2,3,4
P018,2026-06-22T18:13:45,2026-06-22T18:15:27,2026-06-22T18:16:29,62.194272,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,3,3,1,2,3
P018,2026-06-22T18:13:45,2026-06-22T18:16:32,2026-06-22T18:19:05,153.04584,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,2,1,2,1,3
P018,2026-06-22T18:13:45,2026-06-22T18:19:06,2026-06-22T18:20:17,70.68748,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,3,3,3,2,3
P018,2026-06-22T18:13:45,2026-06-22T18:20:18,2026-06-22T18:21:16,57.527025,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,2,2,3,3,3
P018,2026-06-22T18:13:45,2026-06-22T18:21:16,2026-06-22T18:22:33,76.737485,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,2,2,2,1,1
P018,2026-06-22T18:13:45,2026-06-22T18:22:34,2026-06-22T18:23:29,54.635932,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,3,3,4,3,3
P018,2026-06-22T18:13:45,2026-06-22T18:23:30,2026-06-22T18:24:35,64.788219,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,2,3,3,2,2
P019,2026-06-22T18:38:25,2026-06-22T18:38:25,2026-06-22T18:40:15,109.301662,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,2,4,2,2,3
P019,2026-06-22T18:38:25,2026-06-22T18:40:16,2026-06-22T18:42:11,114.513336,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,3,4,2,1,3
P019,2026-06-22T18:38:25,2026-06-22T18:42:13,2026-06-22T18:43:25,72.812573,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,1,3,2,2,3
P019,2026-06-22T18:38:25,2026-06-22T18:43:26,2026-06-22T18:44:14,48.079847,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,4,3,3,4,4
P019,2026-06-22T18:38:25,2026-06-22T18:44:15,2026-06-22T18:45:42,87.065347,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,3,3,3,2,4
P019,2026-06-22T18:38:25,2026-06-22T18:45:43,2026-06-22T18:46:43,60.626284,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,1,2,2,1,2
P019,2026-06-22T18:38:25,2026-06-22T18:46:44,2026-06-22T18:48:09,85.570716,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,3,2,2,3,3
P019,2026-06-22T18:38:25,2026-06-22T18:48:10,2026-06-22T18:48:45,35.740576,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,4,3,4,3,4
P006,2026-06-22T19:07:31,2026-06-22T19:07:31,2026-06-22T19:07:42,11.044339,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,3,3,3,2,2
P006,2026-06-22T19:07:31,2026-06-22T19:07:43,2026-06-22T19:07:53,10.239144,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,5,5,5,2,3
P006,2026-06-22T19:07:31,2026-06-22T19:07:55,2026-06-22T19:08:04,9.538027,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,5,5,5,5,4
P006,2026-06-22T19:07:31,2026-06-22T19:08:05,2026-06-22T19:08:14,8.63239,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,5,5,4,4,4
P006,2026-06-22T19:07:31,2026-06-22T19:08:15,2026-06-22T19:08:29,13.550046,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,4,4,4,3,3
P006,2026-06-22T19:07:31,2026-06-22T19:08:30,2026-06-22T19:08:39,8.837767,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,4,4,4,3,3
P006,2026-06-22T19:07:31,2026-06-22T19:08:41,2026-06-22T19:08:51,9.835467,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,5,5,4,4,4
P006,2026-06-22T19:07:31,2026-06-22T19:08:52,2026-06-22T19:09:00,8.129513,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,5,5,4,4,4
P007,2026-06-22T19:09:33,2026-06-22T19:09:33,2026-06-22T19:09:43,10.2364,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,3,3,3,2,2
P007,2026-06-22T19:09:33,2026-06-22T19:09:45,2026-06-22T19:09:52,7.52787,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,3,3,3,2,2
P007,2026-06-22T19:09:33,2026-06-22T19:09:55,2026-06-22T19:10:02,7.4257,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,3,3,3,3,2
P007,2026-06-22T19:09:33,2026-06-22T19:10:04,2026-06-22T19:10:13,9.533092,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,4,4,4,3,3
P007,2026-06-22T19:09:33,2026-06-22T19:10:14,2026-06-22T19:10:33,18.563709,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,3,3,3,2,2
P007,2026-06-22T19:09:33,2026-06-22T19:10:36,2026-06-22T19:10:49,13.045042,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,3,3,3,2,2
P007,2026-06-22T19:09:33,2026-06-22T19:10:51,2026-06-22T19:11:01,10.437746,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,4,4,4,3,3
P007,2026-06-22T19:09:33,2026-06-22T19:11:04,2026-06-22T19:11:11,7.838618,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,4,4,4,3,3
P057,2026-06-22T20:04:54,2026-06-22T20:04:54,2026-06-22T20:07:24,149.485909,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,4,3,2,3,2
P057,2026-06-22T20:04:54,2026-06-22T20:07:27,2026-06-22T20:08:26,59.015277,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,4,3,2,2,2
P057,2026-06-22T20:04:54,2026-06-22T20:08:27,2026-06-22T20:09:56,88.855708,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,4,3,2,2,2
P057,2026-06-22T20:04:54,2026-06-22T20:09:57,2026-06-22T20:10:40,42.653808,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,4,4,5,5,5
P057,2026-06-22T20:04:54,2026-06-22T20:10:41,2026-06-22T20:11:25,43.852254,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,4,4,3,3,2
P057,2026-06-22T20:04:54,2026-06-22T20:11:26,2026-06-22T20:12:18,51.895572,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,4,3,3,2,2
P057,2026-06-22T20:04:54,2026-06-22T20:12:19,2026-06-22T20:12:55,35.879586,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,4,4,4,4,4
P057,2026-06-22T20:04:54,2026-06-22T20:12:55,2026-06-22T20:13:31,35.64743,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,4,4,5,5,4
P058,2026-06-22T20:15:16,2026-06-22T20:15:16,2026-06-22T20:22:40,444.59841,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,4,5,5,3,1
P058,2026-06-22T20:15:16,2026-06-22T20:22:43,2026-06-22T20:25:45,181.382834,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,4,2,3,2,3
P058,2026-06-22T20:15:16,2026-06-22T20:25:45,2026-06-22T20:28:01,135.03896,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,5,5,3,3,3
P058,2026-06-22T20:15:16,2026-06-22T20:28:02,2026-06-22T20:30:25,143.278921,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,2,3,2,2,2
P058,2026-06-22T20:15:16,2026-06-22T20:30:27,2026-06-22T20:31:38,71.415105,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,3,4,3,3,2
P058,2026-06-22T20:15:16,2026-06-22T20:31:39,2026-06-22T20:36:52,312.91109,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,2,4,4,3,2
P058,2026-06-22T20:15:16,2026-06-22T20:36:54,2026-06-22T20:38:35,101.063627,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,5,4,4,4,5
P058,2026-06-22T20:15:16,2026-06-22T20:38:36,2026-06-22T20:41:59,203.454347,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,2,3,2,2,2
P059,2026-06-22T21:06:25,2026-06-22T21:06:25,2026-06-22T21:09:36,191.51881,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,3,4,3,1,1
P059,2026-06-22T21:06:25,2026-06-22T21:09:39,2026-06-22T21:11:39,120.095443,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,1,4,4,3,1
P059,2026-06-22T21:06:25,2026-06-22T21:11:39,2026-06-22T21:13:16,96.318944,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,4,3,4,2,3
P059,2026-06-22T21:06:25,2026-06-22T21:13:17,2026-06-22T21:14:05,47.831268,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,5,5,5,5,5
P059,2026-06-22T21:06:25,2026-06-22T21:14:05,2026-06-22T21:16:34,148.358877,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,1,2,2,1,2
P059,2026-06-22T21:06:25,2026-06-22T21:16:35,2026-06-22T21:18:38,122.831012,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,2,2,3,2,1
P059,2026-06-22T21:06:25,2026-06-22T21:18:39,2026-06-22T21:19:28,49.383162,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,3,5,5,5,3
P059,2026-06-22T21:06:25,2026-06-22T21:19:29,2026-06-22T21:20:58,89.335208,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,1,1,2,4,2
P060,2026-06-22T21:24:14,2026-06-22T21:24:14,2026-06-22T21:25:35,80.903155,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,2,2,2,2,2
P060,2026-06-22T21:24:14,2026-06-22T21:25:36,2026-06-22T21:27:19,102.911418,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,1,1,1,1,1
P060,2026-06-22T21:24:14,2026-06-22T21:27:21,2026-06-22T21:29:10,109.350762,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,4,4,3,1,2
P060,2026-06-22T21:24:14,2026-06-22T21:29:11,2026-06-22T21:29:57,46.231547,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,4,4,4,4,4
P060,2026-06-22T21:24:14,2026-06-22T21:29:58,2026-06-22T21:30:29,30.807752,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,1,1,1,1,1
P060,2026-06-22T21:24:14,2026-06-22T21:30:30,2026-06-22T21:31:19,49.24709,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,1,1,1,1,1
P060,2026-06-22T21:24:14,2026-06-22T21:31:19,2026-06-22T21:32:12,52.990873,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,1,1,1,1,1
P060,2026-06-22T21:24:14,2026-06-22T21:32:13,2026-06-22T21:32:57,44.119211,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,2,2,2,2,2
P100,2026-06-23T16:06:35,2026-06-23T16:06:35,2026-06-23T16:07:26,51.126499,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,4,4,3,2,4
P100,2026-06-23T16:06:35,2026-06-23T16:07:28,2026-06-23T16:07:49,20.467857,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,4,4,4,4,4
P100,2026-06-23T16:06:35,2026-06-23T16:07:50,2026-06-23T16:08:10,19.589755,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,3,4,3,3,3
P100,2026-06-23T16:06:35,2026-06-23T16:08:11,2026-06-23T16:08:44,32.982106,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,4,4,4,3,5
P100,2026-06-23T16:06:35,2026-06-23T16:08:44,2026-06-23T16:09:03,18.404795,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,2,3,2,3,3
P100,2026-06-23T16:06:35,2026-06-23T16:09:04,2026-06-23T16:10:15,71.285572,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,2,3,2,2,1
P100,2026-06-23T16:06:35,2026-06-23T16:10:15,2026-06-23T16:10:43,27.268351,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,3,4,3,2,3
P100,2026-06-23T16:06:35,2026-06-23T16:10:44,2026-06-23T16:10:49,4.821897,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,4,4,4,5,5
P101,2026-06-23T16:10:58,2026-06-23T16:10:58,2026-06-23T16:11:54,55.9904,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,4,3,3,3,3
P101,2026-06-23T16:10:58,2026-06-23T16:11:54,2026-06-23T16:12:19,24.424313,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,4,4,3,4,3
P101,2026-06-23T16:10:58,2026-06-23T16:12:19,2026-06-23T16:12:50,30.200602,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,4,3,4,3,3
P101,2026-06-23T16:10:58,2026-06-23T16:12:50,2026-06-23T16:13:12,21.432805,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,4,5,4,4,5
P101,2026-06-23T16:10:58,2026-06-23T16:13:15,2026-06-23T16:13:51,36.135274,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,2,3,2,2,2
P101,2026-06-23T16:10:58,2026-06-23T16:13:52,2026-06-23T16:14:15,22.707781,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,3,3,3,2,2
P101,2026-06-23T16:10:58,2026-06-23T16:14:15,2026-06-23T16:14:51,35.436954,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,2,3,2,2,3
P101,2026-06-23T16:10:58,2026-06-23T16:14:51,2026-06-23T16:15:12,20.523417,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,4,3,4,4,4
P102,2026-06-23T16:15:22,2026-06-23T16:15:22,2026-06-23T16:15:42,19.923048,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,3,3,4,3,4
P102,2026-06-23T16:15:22,2026-06-23T16:15:43,2026-06-23T16:16:16,33.44239,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,3,4,4,3,4
P102,2026-06-23T16:15:22,2026-06-23T16:16:17,2026-06-23T16:16:49,32.616051,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,3,3,2,3,2
P102,2026-06-23T16:15:22,2026-06-23T16:16:51,2026-06-23T16:18:15,84.3711,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,3,2,2,3,3
P102,2026-06-23T16:15:22,2026-06-23T16:18:16,2026-06-23T16:19:00,43.424847,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,3,3,2,2,3
P102,2026-06-23T16:15:22,2026-06-23T16:19:01,2026-06-23T16:19:38,36.465063,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,1,2,2,2,1
P102,2026-06-23T16:15:22,2026-06-23T16:19:39,2026-06-23T16:20:51,72.356855,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,2,3,3,2,2
P102,2026-06-23T16:15:22,2026-06-23T16:20:52,2026-06-23T16:21:42,50.338381,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,4,4,3,4,3
P103,2026-06-23T16:21:48,2026-06-23T16:21:48,2026-06-23T16:22:25,36.924256,1,2,597,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.6471405605542588,4,4,4,3,4
P103,2026-06-23T16:21:48,2026-06-23T16:22:26,2026-06-23T16:23:14,48.028013,2,6,517,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.7806154365565589,3,4,3,3,3
P103,2026-06-23T16:21:48,2026-06-23T16:23:14,2026-06-23T16:23:48,33.675676,3,1,597,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.664649289606041,2,3,2,3,3
P103,2026-06-23T16:21:48,2026-06-23T16:23:49,2026-06-23T16:24:16,27.41016,4,8,443,B,Random Forest,black-box,post-hoc local perturbation explanation,pass,0.8834069772403619,5,4,4,4,5
P103,2026-06-23T16:21:48,2026-06-23T16:24:17,2026-06-23T16:25:07,50.553141,5,3,604,A,EBM,inherently interpretable,built-in local additive explanation,fail,0.1602996424338928,4,4,3,4,4
P103,2026-06-23T16:21:48,2026-06-23T16:25:08,2026-06-23T16:26:20,71.999262,6,5,517,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.8172739235696473,3,3,3,2,2
P103,2026-06-23T16:21:48,2026-06-23T16:26:21,2026-06-23T16:27:24,63.108612,7,4,604,B,Random Forest,black-box,post-hoc local perturbation explanation,fail,0.426117315404751,4,4,3,3,4
P103,2026-06-23T16:21:48,2026-06-23T16:27:24,2026-06-23T16:28:01,37.038829,8,7,443,A,EBM,inherently interpretable,built-in local additive explanation,pass,0.978898518413987,5,4,4,3,5
